geo_code1,geo_code2,geo_name1,geo_name2,lad11cd1,lad11cd2,lad_name1,lad_name2,all,bicycle,foot,car_driver,car_passenger,train,light_rail,bus,taxi,motorbike,other,govtarget_slc,govtarget_sic,govtarget_slw,govtarget_siw,govtarget_sld,govtarget_sid,gendereq_slc,gendereq_sic,gendereq_slw,gendereq_siw,gendereq_sld,gendereq_sid,dutch_slc,dutch_sic,dutch_slw,dutch_siw,dutch_sld,dutch_sid,ebike_slc,ebike_sic,ebike_slw,ebike_siw,ebike_sld,ebike_sid,govtarget_sldeath_heat,govtarget_slvalue_heat,govtarget_sideath_heat,govtarget_sivalue_heat,gendereq_sldeath_heat,gendereq_slvalue_heat,gendereq_sideath_heat,gendereq_sivalue_heat,dutch_sldeath_heat,dutch_slvalue_heat,dutch_sideath_heat,dutch_sivalue_heat,ebike_sldeath_heat,ebike_slvalue_heat,ebike_sideath_heat,ebike_sivalue_heat,govtarget_slco2,govtarget_sico2,gendereq_slco2,gendereq_sico2,dutch_slco2,dutch_sico2,ebike_slco2,ebike_sico2,e_dist_km,rf_dist_km,rq_dist_km,dist_rf_e,dist_rq_rf,rf_avslope_perc,rq_avslope_perc,rf_time_min,rq_time_min
E02003016,E02003094,Bristol 005,South Gloucestershire 005,E06000023,E06000025,"Bristol, City of",South Gloucestershire,124,5,0,68,14,0,0,35,0,2,0,8.23,3.23,0,0,66.16,-1.84,7.73,2.73,0,0,66.52,-1.48,16.75,11.75,0,0,61.15,-6.85,31.44,26.44,0,0,52.78,-15.22,-0.00433,8035,-0.00169,3132,-0.00351,6511,-8.67e-4,1608,-0.0111,20585,-0.00845,15682,-0.0149,27555,-0.0122,22652,-2300,-932,-2116,-748,-4836,-3468,-9077,-7709,7.29,9.95,10.46,1.37,1.05,2.18,1.94,36.38,38.32
E02003016,E02003098,Bristol 005,South Gloucestershire 009,E06000023,E06000025,"Bristol, City of",South Gloucestershire,90,7,0,60,8,0,0,14,0,1,0,11.65,4.65,0,0,56.63,-3.37,10.5,3.5,0,0,56.5,-3.5,26.75,19.75,0,0,45.79,-14.21,36.12,29.12,0,0,39.01,-20.99,-0.00376,6977,-0.00151,2799,-0.00291,5391,-6.54e-4,1213,-0.0112,20696,-0.0089,16518,-0.0106,19689,-0.00836,15511,-2697,-1065,-2739,-1107,-6128,-4496,-8274,-6642,4.87,6.22,6.26,1.28,1.01,1.58,1.6,23.35,25.52
E02003016,E02003100,Bristol 005,South Gloucestershire 011,E06000023,E06000025,"Bristol, City of",South Gloucestershire,137,12,4,76,4,0,0,40,1,0,0,19.44,7.44,3.76,-0.241,71.5,-4.5,17.13,5.13,3.82,-0.185,73.04,-2.96,44.36,32.36,3,-1,56.07,-19.93,58.37,46.37,2.54,-1.46,47.59,-28.41,-0.00505,9372,-0.00192,3558,-0.00394,7304,-8.03e-4,1490,-0.0144,26805,-0.0113,20991,-0.0131,24338,-0.00998,18524,-3061,-1206,-2647,-792,-7197,-5342,-9471,-7616,4.23,5.27,5.43,1.25,1.03,1.75,1.58,21.32,24.87
E02003016,E02003106,Bristol 005,South Gloucestershire 017,E06000023,E06000025,"Bristol, City of",South Gloucestershire,291,46,81,123,11,0,0,30,0,0,0,61.7,15.7,75.81,-5.19,115.11,-7.89,65.07,19.07,75.28,-5.72,112.75,-10.25,99.71,53.71,63.17,-17.83,96.12,-26.88,129.67,83.67,53.28,-27.72,81.06,-41.94,-0.00487,9025,-0.00123,2284,-0.00467,8669,-0.00104,1928,-0.00928,17212,-0.00564,10471,-0.00512,9502,-0.00149,2761,-6447,-1635,-6937,-2125,-10382,-5570,-13503,-8691,2.74,4.07,4,1.48,0.982,2.09,2.33,16.03,17.47
E02003016,E02003107,Bristol 005,South Gloucestershire 018,E06000023,E06000025,"Bristol, City of",South Gloucestershire,183,21,44,91,12,0,0,11,1,3,0,33.53,12.53,40.59,-3.41,83.96,-7.04,36.37,15.37,39.84,-4.16,82.27,-8.73,81.36,60.36,27.61,-16.39,57.07,-33.93,88.63,67.63,25.64,-18.36,52.99,-38.01,-0.00146,2713,-5.45e-4,1010,-0.00133,2468,-4.13e-4,765,-0.00439,8142,-0.00347,6439,-0.00244,4523,-0.00152,2820,-1698,-636,-1852,-790,-4131,-3069,-4500,-3438,1.33,1.78,1.78,1.34,1,1.29,1.29,7.12,7.12
E02003016,E02006887,Bristol 005,Bristol 054,E06000023,E06000023,"Bristol, City of","Bristol, City of",168,8,25,54,6,10,0,61,0,4,0,13.43,5.43,24.15,-0.847,52.17,-1.83,11.5,3.5,24.47,-0.526,52.81,-1.19,36.05,28.05,20.58,-4.42,44.55,-9.45,60.67,52.67,16.74,-8.26,36.24,-17.76,-0.00287,5329,-0.00115,2136,-0.00217,4031,-4.52e-4,838,-0.00993,18422,-0.00821,15229,-0.00928,17221,-0.00756,14028,-1277,-514,-1097,-334,-3416,-2653,-5750,-4987,4.53,5.52,5.55,1.22,1.01,3.26,3.39,21.5,22.13
E02003017,E02003017,Bristol 006,Bristol 006,E06000023,E06000023,"Bristol, City of","Bristol, City of",147,8,70,60,3,1,0,3,1,0,1,11.79,3.79,68.09,-1.91,58.37,-1.63,15.75,7.75,66.1,-3.9,56.65,-3.35,35.39,27.39,56.21,-13.79,48.18,-11.82,48.83,40.83,49.44,-20.56,42.37,-17.63,-1.22e-5,22,-3.92e-6,7,-1.31e-5,23,-4.82e-6,8,-2.22e-5,40,-1.4e-5,25,4.24e-4,-786,4.32e-4,-801,-131,-42,-175,-86,-395,-306,-546,-457,0,0.51,NA,NA,NA,3.29,NA,NA,NA
E02003017,E02003018,Bristol 006,Bristol 007,E06000023,E06000023,"Bristol, City of","Bristol, City of",69,3,9,48,4,0,0,4,0,1,0,5.19,2.19,8.7,-0.3,46.41,-1.59,5.12,2.12,8.69,-0.313,46.44,-1.56,17.2,14.2,7.09,-1.91,37.7,-10.3,27.47,24.47,5.68,-3.32,30.22,-17.78,-5.47e-4,1013,-2.35e-4,434,-4.45e-4,824,-1.32e-4,245,-0.0025,4633,-0.00219,4054,-0.00262,4853,-0.0023,4274,-528,-221,-524,-217,-1736,-1429,-2775,-2468,2.43,2.73,3.45,1.12,1.26,3.92,3.92,12.3,17.1
E02003017,E02003019,Bristol 006,Bristol 008,E06000023,E06000023,"Bristol, City of","Bristol, City of",87,4,0,66,4,1,0,9,0,2,1,6.59,2.59,0,0,63.94,-2.06,6.05,2.05,0,0,64.38,-1.62,17.57,13.57,0,0,55.24,-10.76,30.79,26.79,0,0,44.72,-21.28,-0.0019,3519,-7.46e-4,1383,-0.00151,2793,-3.55e-4,657,-0.00666,12362,-0.00551,10226,-0.0081,15020,-0.00695,12884,-1453,-568,-1332,-447,-3853,-2968,-6755,-5870,4.74,5.42,6.66,1.14,1.23,3.54,3.45,24.2,31.12
E02003017,E02003020,Bristol 006,Bristol 009,E06000023,E06000023,"Bristol, City of","Bristol, City of",129,3,44,74,5,1,0,0,0,1,1,6.88,3.88,42.64,-1.36,71.72,-2.28,4.29,1.29,43.6,-0.403,73.22,-0.778,33.43,30.43,33.5,-10.5,56.08,-17.92,49.63,46.63,27.82,-16.18,46.57,-27.43,-1.38e-4,254,-9.07e-5,168,-6.94e-5,127,-2.22e-5,41,-0.00105,1947,-0.001,1861,-2.19e-4,404,-1.71e-4,318,-266,-153,-165,-52,-1324,-1211,-1968,-1855,0.873,1.33,1.1,1.52,0.831,3.76,3.8,5.25,5.82
E02003017,E02003022,Bristol 006,Bristol 011,E06000023,E06000023,"Bristol, City of","Bristol, City of",109,4,43,53,8,0,0,0,0,1,0,7.57,3.57,41.54,-1.46,51.2,-1.8,6.07,2.07,42.13,-0.869,51.95,-1.05,30.16,26.16,32.32,-10.68,39.8,-13.2,42.74,38.74,27.16,-15.84,33.45,-19.55,-1.06e-4,195,-5.24e-5,96,-7.04e-5,129,-1.67e-5,30,-5.63e-4,1043,-5.1e-4,944,2.69e-4,-499,3.23e-4,-598,-247,-116,-198,-67,-986,-855,-1398,-1267,0.901,1.27,1.14,1.41,0.897,3.45,3.5,7.6,7.73
E02003017,E02003026,Bristol 006,Bristol 015,E06000023,E06000023,"Bristol, City of","Bristol, City of",79,3,11,58,4,1,0,0,0,2,0,5.61,2.61,10.62,-0.38,56.01,-1.99,5.25,2.25,10.62,-0.375,56.5,-1.5,20.82,17.82,8.47,-2.53,44.19,-13.81,31.91,28.91,6.85,-4.15,35.76,-22.24,-4.81e-4,892,-2.31e-4,428,-3.63e-4,673,-1.13e-4,209,-0.00252,4677,-0.00227,4213,-0.00247,4584,-0.00222,4120,-466,-232,-409,-175,-1854,-1620,-2842,-2608,1.97,2.31,2.31,1.17,1,3.77,3.77,9.53,9.53
E02003017,E02003027,Bristol 006,Bristol 016,E06000023,E06000023,"Bristol, City of","Bristol, City of",64,11,10,37,3,0,0,3,0,0,0,14.24,3.24,9.35,-0.65,34.74,-2.26,13.8,2.8,9.28,-0.72,35.08,-1.92,22.3,11.3,8.36,-1.64,29.02,-7.98,28.87,17.87,7.04,-2.96,24.45,-12.55,-0.00116,2144,-3.05e-4,564,-9.82e-4,1821,-1.3e-4,241,-0.00263,4872,-0.00177,3292,-0.00239,4428,-0.00154,2848,-1428,-329,-1378,-279,-2261,-1162,-2928,-1829,2.22,2.87,2.87,1.29,1,2.44,2.44,12.08,12.08
E02003017,E02003028,Bristol 006,Bristol 017,E06000023,E06000023,"Bristol, City of","Bristol, City of",97,8,34,45,3,0,0,6,0,1,0,13.97,5.97,31.75,-2.25,41.94,-3.06,11.21,3.21,33.13,-0.869,42.92,-2.08,39.96,31.96,21.49,-12.51,29.23,-15.77,45.99,37.99,19.22,-14.78,26.13,-18.87,-5.18e-4,959,-1.8e-4,333,-4.38e-4,812,-1e-4,186,-0.00149,2767,-0.00115,2141,-6.3e-5,117,2.75e-4,-509,-797,-314,-697,-214,-2107,-1624,-2426,-1943,1.71,2.03,2.02,1.18,1,1.73,1.73,10.03,10.03
E02003017,E02003033,Bristol 006,Bristol 022,E06000023,E06000023,"Bristol, City of","Bristol, City of",61,8,12,32,2,0,0,7,0,0,0,10.95,2.95,11.33,-0.666,30.23,-1.77,10.02,2.02,11.56,-0.443,30.84,-1.16,19.86,11.86,9.29,-2.71,24.72,-7.28,26.79,18.79,7.72,-4.28,20.56,-11.44,-0.00119,2207,-3.17e-4,587,-0.00101,1866,-1.33e-4,246,-0.00266,4931,-0.00179,3311,-0.00226,4186,-0.00138,2566,-1163,-320,-1052,-209,-2161,-1318,-2916,-2073,2.89,3.56,3.53,1.23,0.992,2.53,2.49,15.55,15.4
E02003017,E02003036,Bristol 006,Bristol 025,E06000023,E06000023,"Bristol, City of","Bristol, City of",79,16,9,34,5,1,1,13,0,0,0,19.05,3.05,8.56,-0.435,32.37,-1.63,23.44,7.44,7.94,-1.06,30.46,-3.54,20.89,4.89,8.3,-0.699,31.17,-2.83,31.76,15.76,6.75,-2.25,25.34,-8.66,-0.00318,5905,-5.09e-4,944,-0.00342,6345,-7.46e-4,1384,-0.00384,7126,-0.00117,2165,-0.00495,9188,-0.00228,4227,-2204,-359,-2625,-780,-2467,-622,-3751,-1906,3.43,4.33,4.11,1.26,0.95,3.07,3.24,19.72,19.42
E02003017,E02003037,Bristol 006,Bristol 026,E06000023,E06000023,"Bristol, City of","Bristol, City of",90,5,10,59,4,0,0,11,0,1,0,8.98,3.98,9.54,-0.463,56.24,-2.76,10.36,5.36,9.42,-0.582,55.25,-3.75,27.13,22.13,7.32,-2.68,43.68,-15.32,38.31,33.31,6.02,-3.98,35.91,-23.09,-0.00144,2676,-6.22e-4,1153,-0.00134,2475,-5.14e-4,952,-0.00572,10613,-0.0049,9090,-0.00548,10166,-0.00466,8643,-1211,-531,-1402,-722,-3633,-2953,-5130,-4450,3.29,3.79,4.05,1.15,1.07,2.77,2.49,17.23,17.4
E02003017,E02003041,Bristol 006,Bristol 030,E06000023,E06000023,"Bristol, City of","Bristol, City of",65,2,5,51,4,1,0,2,0,0,0,5.17,3.17,4.75,-0.254,48.43,-2.57,4.78,2.78,4.73,-0.271,48.83,-2.17,19.58,17.58,3.63,-1.37,36.73,-14.27,26.98,24.98,3.04,-1.96,30.74,-20.26,-0.00119,2203,-7.4e-4,1372,-8.21e-4,1523,-3.73e-4,692,-0.00621,11518,-0.00576,10687,-0.00512,9498,-0.00467,8667,-1083,-673,-980,-570,-4164,-3754,-5739,-5329,4.08,5.17,5.19,1.27,1,2.11,1.91,23.42,22.83
E02003017,E02003043,Bristol 006,Bristol 032,E06000023,E06000023,"Bristol, City of","Bristol, City of",415,63,28,198,30,2,0,88,0,6,0,79.6,16.6,26.68,-1.32,188.66,-9.34,109.04,46.04,24.34,-3.66,172.12,-25.88,106.89,43.89,24.51,-3.49,173.31,-24.69,161.67,98.67,20.15,-7.85,142.5,-55.5,-0.0191,35414,-0.00398,7385,-0.0217,40322,-0.00663,12293,-0.0298,55351,-0.0147,27322,-0.0341,63183,-0.0189,35154,-12056,-2514,-16511,-6969,-16189,-6647,-24487,-14945,4.35,5.29,5.6,1.22,1.06,2.68,2.82,22.33,23.98
E02003017,E02003094,Bristol 006,South Gloucestershire 005,E06000023,E06000025,"Bristol, City of",South Gloucestershire,97,1,1,76,7,0,0,11,0,1,0,3.54,2.54,0.973,-0.0266,73.99,-2.01,2.3,1.3,0.979,-0.0213,75.11,-0.893,14.71,13.71,0.862,-0.138,65.06,-10.94,27.73,26.73,0.726,-0.274,54.77,-21.23,-0.00146,2701,-0.00103,1904,-7.64e-4,1417,-3.34e-4,620,-0.00753,13966,-0.0071,13169,-0.00923,17133,-0.00881,16336,-1131,-842,-663,-374,-4881,-4592,-9201,-8912,6.82,8.25,8.85,1.21,1.07,2.86,2.65,33.07,37.6
E02003017,E02003098,Bristol 006,South Gloucestershire 009,E06000023,E06000025,"Bristol, City of",South Gloucestershire,65,4,0,57,1,0,0,2,0,0,1,6.41,2.41,0,0,54.74,-2.26,10.54,6.54,0,0,50.91,-6.09,13.08,9.08,0,0,48.57,-8.43,20.59,16.59,0,0,41.54,-15.46,-0.0027,4998,-9.75e-4,1808,-0.00342,6344,-0.0017,3154,-0.0059,10947,-0.00418,7757,-0.00676,12548,-0.00504,9358,-2610,-973,-4264,-2627,-5275,-3638,-8309,-6672,6.76,8.48,9.16,1.26,1.08,1.71,1.82,35.63,40.43
E02003017,E02003100,Bristol 006,South Gloucestershire 011,E06000023,E06000025,"Bristol, City of",South Gloucestershire,94,10,2,75,1,1,0,3,0,2,0,13.61,3.61,1.92,-0.0846,71.78,-3.22,14.35,4.35,1.91,-0.0888,71.18,-3.82,21.61,11.61,1.7,-0.303,64.52,-10.48,33.57,23.57,1.42,-0.583,53.86,-21.14,-0.00461,8554,-0.00116,2147,-0.00436,8080,-9.02e-4,1673,-0.00755,14013,-0.0041,7606,-0.00911,16907,-0.00566,10500,-4087,-1095,-4294,-1302,-6565,-3573,-10200,-7208,5.14,6.7,7.46,1.31,1.11,2.31,2.05,31.43,38.78
E02003017,E02003106,Bristol 006,South Gloucestershire 017,E06000023,E06000025,"Bristol, City of",South Gloucestershire,168,37,2,114,1,0,0,10,1,2,1,43.44,6.44,1.9,-0.101,108.41,-5.59,45.88,8.88,1.84,-0.157,106.38,-7.62,40.28,3.28,2,0,110.9,-3.1,58.84,21.84,1.71,-0.286,94.77,-19.23,-0.0157,29166,-0.0023,4273,-0.0154,28493,-0.00194,3600,-0.0145,26857,-0.00106,1964,-0.0198,36740,-0.00639,11847,-13392,-2000,-14118,-2726,-12500,-1108,-18271,-6879,5.38,7.03,7.67,1.31,1.09,2.19,2.45,30.17,34.5
E02003017,E02003107,Bristol 006,South Gloucestershire 018,E06000023,E06000025,"Bristol, City of",South Gloucestershire,96,4,3,81,1,0,0,6,0,1,0,8.63,4.63,2.85,-0.15,76.93,-4.07,8.59,4.59,2.79,-0.213,76.96,-4.04,30.31,26.31,2.13,-0.873,57.84,-23.16,41.43,37.43,1.77,-1.23,48.05,-32.95,-0.00167,3087,-8.73e-4,1618,-0.00131,2429,-5.18e-4,960,-0.00715,13254,-0.00635,11785,-0.00713,13234,-0.00634,11765,-1586,-850,-1580,-844,-5578,-4842,-7625,-6889,3.43,4.11,4.51,1.2,1.1,2.43,2.26,20.85,21.98
E02003017,E02006887,Bristol 006,Bristol 054,E06000023,E06000023,"Bristol, City of","Bristol, City of",145,20,14,60,9,2,0,34,1,4,1,25.94,5.94,13.34,-0.663,57.15,-2.85,28,8,13.13,-0.867,56.2,-3.8,37.18,17.18,12.02,-1.98,51.68,-8.32,55.75,35.75,9.95,-4.05,42.78,-17.22,-0.0064,11863,-0.00146,2703,-0.00612,11358,-0.00119,2198,-0.0108,19972,-0.00583,10812,-0.0116,21494,-0.00665,12334,-3584,-826,-3861,-1103,-5173,-2415,-7758,-5000,4.68,5.71,5.6,1.22,0.981,2.47,2.41,24.32,25.87
E02003018,E02003018,Bristol 007,Bristol 007,E06000023,E06000023,"Bristol, City of","Bristol, City of",67,0,39,24,2,1,0,1,0,0,0,1.46,1.46,38.15,-0.853,23.48,-0.525,0,0,39,0,24,0,13.93,13.93,30.89,-8.11,19.01,-4.99,22.4,22.4,25.96,-13.04,15.98,-8.02,6.79e-6,-12,6.79e-6,-12,0,0,0,0,1.17e-4,-217,1.17e-4,-217,5.7e-4,-1057,5.7e-4,-1057,-20,-20,0,0,-198,-198,-319,-319,0,0.782,NA,NA,NA,4.3,NA,NA,NA
E02003018,E02003019,Bristol 007,Bristol 008,E06000023,E06000023,"Bristol, City of","Bristol, City of",223,17,15,145,21,3,0,15,0,5,2,26.13,9.13,14.34,-0.662,138.58,-6.42,22.62,5.62,14.62,-0.383,141.07,-3.93,67.42,50.42,11.27,-3.73,109.45,-35.55,95.25,78.25,9.26,-5.74,89.87,-55.13,-0.00324,6006,-0.00112,2085,-0.00253,4698,-4.19e-4,777,-0.011,20418,-0.00889,16497,-0.0113,21048,-0.00923,17127,-2506,-879,-2164,-537,-6496,-4869,-9176,-7549,2.31,2.69,2.71,1.17,1.01,3.12,4.13,11.9,13.42
E02003018,E02003020,Bristol 007,Bristol 009,E06000023,E06000023,"Bristol, City of","Bristol, City of",55,1,6,36,5,0,0,5,0,2,0,3.26,2.26,5.75,-0.251,34.5,-1.5,3.77,2.77,5.65,-0.346,34.27,-1.73,16.87,15.87,4.25,-1.75,25.39,-10.61,23.55,22.55,3.5,-2.5,20.94,-15.06,-3.3e-4,611,-2.31e-4,428,-2.64e-4,488,-1.65e-4,305,-0.00243,4510,-0.00233,4327,-0.00221,4098,-0.00211,3915,-263,-186,-292,-215,-1398,-1321,-1952,-1875,1.63,2.45,3.02,1.5,1.23,3.1,2.52,10.77,12.37
E02003018,E02003026,Bristol 007,Bristol 015,E06000023,E06000023,"Bristol, City of","Bristol, City of",106,1,27,60,8,0,0,10,0,0,0,4.11,3.11,26.2,-0.799,58.23,-1.77,3.28,2.28,26.39,-0.605,58.77,-1.23,25.26,24.26,20.77,-6.23,46.11,-13.89,41.39,40.39,16.62,-10.38,36.9,-23.1,-2.67e-4,494,-2.04e-4,377,-1.5e-4,277,-8.66e-5,160,-0.0023,4270,-0.00224,4153,-0.00166,3072,-0.00159,2955,-284,-218,-218,-152,-1779,-1713,-2916,-2850,1.66,2.43,2.32,1.46,0.956,4.16,4.36,11.62,12.13
E02003018,E02003043,Bristol 007,Bristol 032,E06000023,E06000023,"Bristol, City of","Bristol, City of",278,25,7,132,26,7,0,77,0,3,1,31.56,6.56,6.82,-0.182,128.58,-3.42,38.68,13.68,6.62,-0.378,124.86,-7.14,42.9,17.9,6.5,-0.495,122.66,-9.34,85.49,60.49,5.33,-1.67,100.44,-31.56,-0.0106,19605,-0.0022,4075,-0.0111,20629,-0.00275,5099,-0.0168,31185,-0.00844,15655,-0.0261,48431,-0.0177,32901,-5508,-1145,-6750,-2387,-7486,-3123,-14920,-10557,5.27,6.58,7.44,1.25,1.13,3.83,3.49,31.28,41.1
E02003018,E02003094,Bristol 007,South Gloucestershire 005,E06000023,E06000025,"Bristol, City of",South Gloucestershire,117,6,0,75,14,0,0,20,0,2,0,8.75,2.75,0,0,73.14,-1.86,13.13,7.13,0,0,70.2,-4.8,14.29,8.29,0,0,69.39,-5.61,28.32,22.32,0,0,59.91,-15.09,-0.00468,8687,-0.00147,2727,-0.0055,10211,-0.00229,4251,-0.00927,17200,-0.00606,11240,-0.0139,25838,-0.0107,19878,-3023,-953,-4531,-2461,-4949,-2879,-9812,-7742,7.11,10.08,10.06,1.42,0.998,2.44,2.56,39.57,46.57
E02003018,E02003106,Bristol 007,South Gloucestershire 017,E06000023,E06000025,"Bristol, City of",South Gloucestershire,67,6,1,54,1,0,0,3,0,2,0,7.6,1.6,0.974,-0.0263,52.58,-1.42,9.66,3.66,0.939,-0.061,50.77,-3.23,8.51,2.51,0.96,-0.0397,51.77,-2.23,16.73,10.73,0.825,-0.175,44.49,-9.51,-0.00386,7168,-8.13e-4,1508,-0.00417,7731,-0.00112,2071,-0.00481,8932,-0.00176,3272,-0.00787,14598,-0.00482,8938,-3328,-702,-4227,-1601,-3730,-1104,-7336,-4710,7.75,9.74,11.53,1.26,1.18,2.53,2.62,43.57,53.58
E02003018,E02006887,Bristol 007,Bristol 054,E06000023,E06000023,"Bristol, City of","Bristol, City of",94,2,3,52,2,3,0,30,0,1,1,4.33,2.33,2.92,-0.0761,50.68,-1.32,2,0,3,0,52,0,14.31,12.31,2.6,-0.401,45.06,-6.94,27.77,25.77,2.16,-0.84,37.44,-14.56,-0.00165,3055,-8.88e-4,1646,-7.6e-4,1409,0,0,-0.00735,13630,-0.00659,12221,-0.00933,17308,-0.00857,15899,-936,-502,-434,0,-3076,-2642,-5972,-5538,6.1,7.48,7.98,1.23,1.07,3.33,3.72,36.15,42.45
E02003019,E02003019,Bristol 008,Bristol 008,E06000023,E06000023,"Bristol, City of","Bristol, City of",990,72,331,493,60,3,0,13,0,13,5,108.99,36.99,317.66,-13.34,473.13,-19.87,118.95,46.95,314.07,-16.93,467.78,-25.22,305.88,233.88,246.67,-84.33,367.4,-125.6,394.83,322.83,214.6,-116.4,319.63,-173.37,-0.00187,3468,-6.35e-4,1177,-0.00172,3187,-4.83e-4,896,-0.00669,12407,-0.00545,10116,-0.00147,2734,-2.39e-4,443,-3088,-1048,-3370,-1330,-8669,-6629,-11190,-9150,0,1.04,NA,NA,NA,2.82,NA,NA,NA
E02003019,E02003020,Bristol 008,Bristol 009,E06000023,E06000023,"Bristol, City of","Bristol, City of",69,3,2,51,6,0,0,6,0,1,0,5.42,2.42,1.93,-0.0722,49.13,-1.87,8.57,5.58,1.98,-0.0234,46.87,-4.13,16.35,13.35,1.57,-0.426,40.66,-10.34,26.28,23.28,1.28,-0.723,32.99,-18.01,-0.00135,2504,-5.97e-4,1106,-0.00162,3010,-8.69e-4,1612,-0.00548,10169,-0.00473,8771,-0.00652,12087,-0.00576,10689,-1039,-467,-1607,-1035,-3166,-2594,-5090,-4518,3.93,4.93,5.63,1.26,1.14,3.2,3.34,22.22,30.58
E02003019,E02003025,Bristol 008,Bristol 014,E06000023,E06000023,"Bristol, City of","Bristol, City of",53,3,0,41,4,1,0,2,1,1,0,3.96,0.955,0,0,40.22,-0.783,3.29,0.294,0,0,40.75,-0.246,5.2,2.2,0,0,39.18,-1.82,11.92,8.92,0,0,33.67,-7.33,-0.00205,3798,-4.95e-4,917,-0.00165,3050,-9.14e-5,169,-0.00316,5860,-0.00161,2979,-0.00572,10602,-0.00416,7721,-1600,-388,-1334,-122,-2112,-900,-4848,-3636,7.92,9.75,10.82,1.23,1.11,3.37,3.19,47.17,53.43
E02003019,E02003026,Bristol 008,Bristol 015,E06000023,E06000023,"Bristol, City of","Bristol, City of",113,3,1,82,17,1,0,9,0,0,0,6.29,3.29,0.97,-0.0301,79.55,-2.45,4.89,1.89,0.981,-0.0194,80.65,-1.35,23.7,20.7,0.816,-0.184,66.47,-15.53,41.53,38.53,0.653,-0.347,53.2,-28.8,-0.00148,2736,-7.74e-4,1434,-9.68e-4,1794,-2.66e-4,492,-0.00772,14319,-0.00702,13017,-0.00998,18518,-0.00928,17216,-1043,-561,-791,-309,-4040,-3558,-7080,-6598,3.56,4.5,4.45,1.26,0.988,3.89,4.61,21.08,24.45
E02003019,E02003027,Bristol 008,Bristol 016,E06000023,E06000023,"Bristol, City of","Bristol, City of",57,3,2,47,2,0,0,2,0,1,0,4.45,1.45,1.94,-0.0554,45.74,-1.26,5.05,2.05,1.88,-0.12,45.26,-1.74,8.67,5.67,1.85,-0.154,42.02,-4.98,16.6,13.6,1.54,-0.457,35.12,-11.88,-0.00173,3206,-5.74e-4,1064,-0.00163,3018,-4.72e-4,876,-0.00436,8083,-0.0032,5941,-0.00589,10929,-0.00474,8787,-1519,-501,-1712,-694,-2998,-1980,-5743,-4725,6.56,7.82,8.6,1.19,1.1,3.12,3.14,36.12,41.53
E02003019,E02003028,Bristol 008,Bristol 017,E06000023,E06000023,"Bristol, City of","Bristol, City of",63,4,1,41,6,1,0,9,0,1,0,5.76,1.76,0.971,-0.029,39.79,-1.21,11.87,7.87,0.968,-0.0321,36.51,-4.49,11.7,7.7,0.844,-0.156,35.41,-5.59,21.27,17.27,0.687,-0.313,28.8,-12.2,-0.00178,3291,-5.38e-4,996,-0.00271,5027,-0.00147,2732,-0.00453,8406,-0.00329,6111,-0.00588,10914,-0.00465,8619,-1111,-365,-2096,-1350,-2428,-1682,-4418,-3672,5.22,5.92,6.82,1.13,1.15,3.57,4.21,31.12,39.42
E02003019,E02003031,Bristol 008,Bristol 020,E06000023,E06000023,"Bristol, City of","Bristol, City of",51,3,4,32,1,8,0,2,0,1,0,4.05,1.05,3.91,-0.0873,31.3,-0.704,3,0,4,0,32,0,6.66,3.66,3.67,-0.329,29.63,-2.37,14.26,11.26,3.04,-0.959,24.55,-7.45,-0.00142,2638,-3.66e-4,679,-0.00106,1959,0,0,-0.00282,5229,-0.00176,3270,-0.00428,7944,-0.00323,5985,-1042,-263,-779,0,-1664,-885,-3566,-2787,6.55,7.36,8.5,1.12,1.16,3.93,3.35,35.92,42.9
E02003019,E02003034,Bristol 008,Bristol 023,E06000023,E06000023,"Bristol, City of","Bristol, City of",63,5,4,32,6,6,0,9,0,1,0,6.27,1.27,3.91,-0.0896,31.3,-0.699,6.15,1.15,3.95,-0.0463,31.31,-0.691,7.42,2.42,3.91,-0.087,30.53,-1.47,16.08,11.08,3.3,-0.696,25.78,-6.22,-0.00258,4793,-5.33e-4,988,-0.00235,4361,-3e-4,556,-0.00354,6570,-0.00149,2765,-0.00606,11242,-0.00401,7437,-1440,-304,-1436,-300,-1777,-641,-3851,-2715,7.34,8.58,9.1,1.17,1.06,3.51,4.16,40.87,47.45
E02003019,E02003036,Bristol 008,Bristol 025,E06000023,E06000023,"Bristol, City of","Bristol, City of",81,6,3,23,4,7,0,38,0,0,0,7.47,1.47,2.94,-0.0593,22.56,-0.443,7.1,1.1,2.95,-0.0508,22.73,-0.271,9.03,3.03,2.91,-0.0883,21.75,-1.25,20.79,14.79,2.44,-0.564,18.2,-4.8,-0.00297,5515,-5.87e-4,1089,-0.00265,4913,-2.63e-4,487,-0.00412,7642,-0.00173,3216,-0.00757,14038,-0.00518,9612,-774,-178,-705,-109,-1101,-505,-2536,-1940,6.71,7.94,8.33,1.18,1.05,4.09,4.38,39.63,46.23
