geo_code1,geo_code2,geo_name1,geo_name2,lad11cd1,lad11cd2,lad_name1,lad_name2,all,bicycle,foot,car_driver,car_passenger,train,light_rail,bus,taxi,motorbike,other,govtarget_slc,govtarget_sic,govtarget_slw,govtarget_siw,govtarget_sld,govtarget_sid,gendereq_slc,gendereq_sic,gendereq_slw,gendereq_siw,gendereq_sld,gendereq_sid,dutch_slc,dutch_sic,dutch_slw,dutch_siw,dutch_sld,dutch_sid,ebike_slc,ebike_sic,ebike_slw,ebike_siw,ebike_sld,ebike_sid,govtarget_sldeath_heat,govtarget_slvalue_heat,govtarget_sideath_heat,govtarget_sivalue_heat,gendereq_sldeath_heat,gendereq_slvalue_heat,gendereq_sideath_heat,gendereq_sivalue_heat,dutch_sldeath_heat,dutch_slvalue_heat,dutch_sideath_heat,dutch_sivalue_heat,ebike_sldeath_heat,ebike_slvalue_heat,ebike_sideath_heat,ebike_sivalue_heat,govtarget_slco2,govtarget_sico2,gendereq_slco2,gendereq_sico2,dutch_slco2,dutch_sico2,ebike_slco2,ebike_sico2,e_dist_km,rf_dist_km,rq_dist_km,dist_rf_e,dist_rq_rf,rf_avslope_perc,rq_avslope_perc,rf_time_min,rq_time_min
E02003039,E02003120,Bristol 028,South Gloucestershire 031,E06000023,E06000025,"Bristol, City of",South Gloucestershire,55,4,8,36,3,0,0,3,0,1,0,5.7,1.7,7.74,-0.259,34.79,-1.21,5.13,1.13,7.74,-0.256,35.34,-0.658,13.43,9.43,6.33,-1.67,29.69,-6.31,21.73,17.73,5.07,-2.93,23.76,-12.24,-5.61e-4,1039,-1.58e-4,291,-4.6e-4,851,-5.59e-5,103,-0.0015,2777,-0.00109,2029,-0.00155,2872,-0.00115,2124,-621,-167,-545,-91,-1328,-874,-2149,-1695,2.36,2.72,4.33,1.15,1.59,4,2.79,14.42,18.57
E02003039,E02003121,Bristol 028,South Gloucestershire 032,E06000023,E06000025,"Bristol, City of",South Gloucestershire,58,2,3,44,3,0,0,4,1,1,0,3.97,1.97,2.9,-0.104,42.45,-1.55,3.28,1.28,2.9,-0.0958,43.11,-0.894,13.39,11.39,2.37,-0.635,35.15,-8.85,21.87,19.87,1.92,-1.08,28.47,-15.53,-8.78e-4,1626,-4.37e-4,810,-6.13e-4,1136,-1.73e-4,320,-0.00386,7154,-0.00342,6338,-0.00446,8268,-0.00402,7452,-817,-390,-652,-225,-2654,-2227,-4335,-3908,4.27,4.95,6.49,1.16,1.31,3.29,2.57,22.78,27.17
E02003039,E02006887,Bristol 028,Bristol 054,E06000023,E06000023,"Bristol, City of","Bristol, City of",256,32,32,99,28,2,0,58,1,4,0,44.25,12.25,30.25,-1.75,93.59,-5.41,46.38,14.38,29.93,-2.07,92.65,-6.35,80.38,48.38,25.12,-6.88,77.61,-21.39,110.23,78.23,20.85,-11.15,64.41,-34.59,-0.00701,13006,-0.00194,3607,-0.00643,11934,-0.00137,2535,-0.0161,29797,-0.011,20398,-0.0158,29367,-0.0108,19968,-4088,-1132,-4284,-1328,-7432,-4476,-10194,-7238,3.31,4.11,4.26,1.24,1.04,2.46,2.7,14.15,15.12
E02003039,E02006888,Bristol 028,Bristol 055,E06000023,E06000023,"Bristol, City of","Bristol, City of",64,4,11,37,5,0,0,7,0,0,0,6.79,2.79,10.49,-0.512,35.28,-1.72,6.25,2.25,10.59,-0.413,35.61,-1.39,21.25,17.25,7.84,-3.16,26.36,-10.64,28.51,24.51,6.51,-4.49,21.89,-15.11,-5.8e-4,1075,-2.52e-4,468,-4.5e-4,833,-1.22e-4,226,-0.00254,4718,-0.00222,4111,-0.00208,3858,-0.00175,3251,-521,-229,-476,-184,-1708,-1416,-2304,-2012,2.16,2.62,2.96,1.21,1.13,2.87,2.81,9.32,9.67
E02003039,E02006889,Bristol 028,Bristol 056,E06000023,E06000023,"Bristol, City of","Bristol, City of",95,1,13,59,12,0,0,8,0,2,0,5.67,4.67,12.35,-0.646,56.07,-2.93,1.67,0.667,12.91,-0.0899,58.57,-0.427,32.4,31.4,8.66,-4.34,39.3,-19.7,42.51,41.51,7.26,-5.74,32.95,-26.05,-6.38e-4,1183,-5.25e-4,973,-1.59e-4,294,-4.53e-5,84,-0.00515,9560,-0.00504,9350,-0.00418,7753,-0.00407,7543,-521,-428,-155,-62,-2973,-2880,-3901,-3808,2.28,2.88,3.2,1.26,1.11,2.54,2.91,9.08,11.03
E02003040,E02003040,Bristol 029,Bristol 029,E06000023,E06000023,"Bristol, City of","Bristol, City of",197,3,133,48,3,1,1,8,0,0,0,8.67,5.67,129.11,-3.89,46.6,-1.4,3.23,0.23,132.84,-0.157,47.94,-0.0568,51.99,48.99,99.41,-33.59,35.88,-12.12,65.37,62.37,90.24,-42.76,32.57,-15.43,5.68e-5,-104,3.72e-5,-68,2.06e-5,-37,9.02e-7,-1,5.34e-4,-990,5.14e-4,-954,0.00122,-2255,0.0012,-2219,-43,-28,-16,-1,-261,-246,-328,-313,0,0.399,NA,NA,NA,2.64,NA,NA,NA
E02003040,E02003043,Bristol 029,Bristol 032,E06000023,E06000023,"Bristol, City of","Bristol, City of",719,134,141,147,42,14,0,235,0,4,2,170.35,36.35,132.24,-8.76,137.87,-9.13,164.47,30.47,133.6,-7.4,139.34,-7.66,238,104,115.92,-25.08,120.87,-26.13,316.99,182.99,96.88,-44.12,101.02,-45.98,-0.0188,34892,-0.00401,7441,-0.0168,31173,-0.00201,3722,-0.031,57469,-0.0162,30018,-0.0279,51834,-0.0131,24383,-8385,-1789,-8096,-1500,-11716,-5120,-15604,-9008,3.25,3.85,4.23,1.18,1.1,2.34,2.27,17.27,19
E02003040,E02003044,Bristol 029,Bristol 033,E06000023,E06000023,"Bristol, City of","Bristol, City of",65,8,8,43,1,0,0,5,0,0,0,10,2,7.72,-0.278,41.49,-1.51,13.11,5.11,7.26,-0.736,39.14,-3.86,16.24,8.24,6.78,-1.22,36.76,-6.24,25.75,17.75,5.46,-2.54,29.6,-13.4,-9.07e-4,1680,-1.78e-4,329,-9.98e-4,1848,-2.69e-4,497,-0.00175,3242,-0.00102,1891,-0.00208,3849,-0.00135,2498,-869,-174,-1142,-447,-1417,-722,-2247,-1552,1.95,2.28,2.79,1.17,1.22,3.99,5.77,13.98,18.22
E02003040,E02003046,Bristol 029,Bristol 035,E06000023,E06000023,"Bristol, City of","Bristol, City of",144,11,39,76,8,2,0,5,0,3,0,12.96,1.96,38.42,-0.579,74.88,-1.12,19.62,8.62,36.43,-2.57,71.09,-4.91,18.94,7.94,36.88,-2.12,71.42,-4.58,44.69,33.69,29.29,-9.71,56.71,-19.29,-4.69e-4,869,-7.69e-5,142,-5.92e-4,1096,-2e-4,369,-8.83e-4,1637,-4.91e-4,910,-0.00105,1948,-6.59e-4,1221,-630,-95,-956,-421,-928,-393,-2193,-1658,1.45,1.69,1.69,1.16,1,6.45,6.45,10.68,10.68
E02003040,E02003049,Bristol 029,Bristol 038,E06000023,E06000023,"Bristol, City of","Bristol, City of",67,4,3,46,6,0,0,8,0,0,0,5.06,1.06,2.95,-0.0505,45.23,-0.773,8.58,4.58,2.84,-0.158,42.54,-3.46,9.06,5.06,2.76,-0.236,42.29,-3.71,21.42,17.42,2.17,-0.825,33.27,-12.73,-7.88e-4,1460,-1.65e-4,306,-0.00106,1972,-4.41e-4,818,-0.00176,3267,-0.00114,2113,-0.00331,6143,-0.00269,4989,-604,-126,-1047,-569,-1087,-609,-2571,-2093,2.41,3.23,3.08,1.34,0.951,6.03,5.11,18.32,18.75
E02003040,E02003050,Bristol 029,Bristol 039,E06000023,E06000023,"Bristol, City of","Bristol, City of",74,10,5,39,2,2,1,13,0,2,0,12.52,2.52,4.8,-0.198,37.49,-1.51,14.12,4.12,4.69,-0.314,36.31,-2.69,16.65,6.65,4.5,-0.496,34.44,-4.56,27.3,17.3,3.67,-1.33,28.05,-10.95,-0.00307,5696,-6.2e-4,1150,-0.00306,5682,-6.13e-4,1136,-0.00477,8842,-0.00232,4296,-0.0059,10948,-0.00345,6402,-1910,-415,-2233,-738,-2750,-1255,-4508,-3013,4.13,5.41,5.86,1.31,1.08,3.14,3,25.68,28.43
E02003040,E02003054,Bristol 029,Bristol 043,E06000023,E06000023,"Bristol, City of","Bristol, City of",65,2,3,47,4,0,0,6,0,2,1,3.87,1.87,2.91,-0.0883,45.61,-1.39,2.96,0.957,2.97,-0.0299,46.34,-0.658,14.54,12.54,2.38,-0.622,37.55,-9.45,24.89,22.89,1.89,-1.11,29.85,-17.15,-6.24e-4,1157,-2.97e-4,550,-4.22e-4,781,-9.4e-5,174,-0.00317,5882,-0.00284,5275,-0.0039,7231,-0.00357,6624,-461,-232,-338,-109,-1805,-1576,-3090,-2861,2.87,3.28,4.27,1.14,1.3,4.18,2.65,16.9,18.85
E02003040,E02003094,Bristol 029,South Gloucestershire 005,E06000023,E06000025,"Bristol, City of",South Gloucestershire,68,1,3,45,8,0,0,9,0,1,1,1.75,0.754,2.97,-0.0333,44.49,-0.509,2.14,1.14,3,0,44.02,-0.98,3.29,2.29,2.87,-0.13,43.57,-1.43,8.69,7.69,2.62,-0.383,40,-5,-0.00118,2194,-5.46e-4,1012,-0.00114,2115,-5.03e-4,933,-0.00301,5589,-0.00238,4407,-0.00554,10283,-0.00491,9101,-1029,-383,-1384,-738,-1721,-1075,-4419,-3773,11.53,14.83,15.89,1.29,1.07,2.93,2.59,63.98,68.35
E02003040,E02003100,Bristol 029,South Gloucestershire 011,E06000023,E06000025,"Bristol, City of",South Gloucestershire,76,7,1,59,0,0,0,8,0,1,0,8.5,1.5,0.978,-0.0219,57.72,-1.28,7,0,1,0,59,0,7.7,0.701,1,0,58.4,-0.601,16.57,9.57,0.87,-0.13,50.81,-8.19,-0.00471,8731,-8.18e-4,1517,-0.00389,7214,0,0,-0.00422,7831,-3.33e-4,617,-0.00835,15488,-0.00446,8274,-3923,-690,-3233,0,-3557,-324,-7654,-4421,8.45,10.62,10.94,1.26,1.03,2.76,2.61,49.47,53.95
E02003040,E02003106,Bristol 029,South Gloucestershire 017,E06000023,E06000025,"Bristol, City of",South Gloucestershire,169,21,3,115,8,9,0,7,3,2,1,25.53,4.53,2.91,-0.0889,111.49,-3.51,28.2,7.2,2.89,-0.108,109.48,-5.52,27.28,6.28,2.78,-0.219,109.94,-5.06,50.87,29.87,2.32,-0.682,91.64,-23.36,-0.01,18641,-0.00175,3249,-0.01,18557,-0.00171,3165,-0.0112,20799,-0.00291,5407,-0.0181,33511,-0.00977,18119,-7571,-1355,-8346,-2130,-8166,-1950,-15231,-9015,5.5,7.59,7.92,1.38,1.04,3.06,3.13,35.13,39.08
E02003040,E02003107,Bristol 029,South Gloucestershire 018,E06000023,E06000025,"Bristol, City of",South Gloucestershire,56,5,1,36,4,3,0,6,0,1,0,6.55,1.55,0.969,-0.0313,34.92,-1.08,7.68,2.68,0.93,-0.0705,34.31,-1.69,9.56,4.56,0.938,-0.0617,32.47,-3.53,17.54,12.54,0.777,-0.223,26.89,-9.11,-0.00237,4395,-5.45e-4,1011,-0.00241,4472,-5.86e-4,1088,-0.00375,6964,-0.00193,3580,-0.00539,9998,-0.00357,6614,-1537,-392,-1758,-613,-2424,-1279,-4447,-3302,5.46,7.13,7.28,1.31,1.02,3.14,3.05,35.27,36.2
E02003040,E02003108,Bristol 029,South Gloucestershire 019,E06000023,E06000025,"Bristol, City of",South Gloucestershire,79,4,3,56,10,0,0,3,0,2,1,5.65,1.65,2.93,-0.0662,54.77,-1.23,5.05,1.05,2.96,-0.0428,55.25,-0.748,8.72,4.72,2.81,-0.186,52.36,-3.64,18.42,14.42,2.43,-0.574,45.14,-10.86,-0.00284,5265,-7.95e-4,1474,-0.00236,4386,-3.21e-4,595,-0.00457,8483,-0.00253,4692,-0.00745,13829,-0.00541,10038,-2084,-628,-1837,-381,-3312,-1856,-6993,-5537,7.69,10.02,9.92,1.3,0.99,2.81,4.01,47.4,58.15
E02003040,E02003110,Bristol 029,South Gloucestershire 021,E06000023,E06000025,"Bristol, City of",South Gloucestershire,51,1,0,38,5,0,0,6,0,1,0,2.75,1.75,0,0,36.67,-1.33,1.63,0.632,0,0,37.45,-0.547,10.11,9.11,0,0,31.16,-6.84,16.6,15.6,0,0,26.21,-11.79,-9.65e-4,1787,-6.32e-4,1171,-4.78e-4,885,-1.45e-4,269,-0.00441,8175,-0.00407,7559,-0.00475,8806,-0.00441,8190,-855,-518,-549,-212,-2994,-2657,-4920,-4583,6.28,7.64,7.75,1.22,1.01,2.29,2.88,32.88,34.02
E02003040,E02003115,Bristol 029,South Gloucestershire 026,E06000023,E06000025,"Bristol, City of",South Gloucestershire,75,7,2,55,5,0,0,5,0,1,0,10.5,3.5,1.9,-0.0992,52.18,-2.82,17.11,10.11,1.87,-0.128,47.37,-7.63,22.98,15.98,1.48,-0.524,41.9,-13.1,31.94,24.94,1.22,-0.779,34.68,-20.32,-0.00206,3813,-6.54e-4,1213,-0.00271,5022,-0.00131,2422,-0.00482,8944,-0.00342,6344,-0.00523,9706,-0.00383,7106,-1764,-603,-2799,-1638,-3973,-2812,-5523,-4362,3.64,4.22,5.01,1.16,1.19,2.51,3.31,22.42,26.35
E02003040,E02003117,Bristol 029,South Gloucestershire 028,E06000023,E06000025,"Bristol, City of",South Gloucestershire,87,8,8,57,2,0,0,9,0,3,0,11.16,3.16,7.68,-0.32,54.73,-2.27,11.43,3.43,7.67,-0.327,54.22,-2.78,22.65,14.65,6.53,-1.47,46.26,-10.74,35.06,27.06,5.27,-2.73,37.34,-19.66,-0.00167,3089,-4.64e-4,859,-0.00152,2822,-3.19e-4,592,-0.00382,7082,-0.00262,4852,-0.00437,8106,-0.00317,5876,-1501,-436,-1599,-534,-3133,-2068,-4853,-3788,3.25,3.79,4.85,1.17,1.28,3.38,2.68,21.88,26.32
E02003040,E02003118,Bristol 029,South Gloucestershire 029,E06000023,E06000025,"Bristol, City of",South Gloucestershire,64,4,0,45,3,0,0,8,0,4,0,5.43,1.43,0,0,43.93,-1.07,6.49,2.49,0,0,43.13,-1.87,10.17,6.17,0,0,40.26,-4.74,20.73,16.73,0,0,32.36,-12.64,-0.0014,2597,-3.63e-4,672,-0.00145,2685,-4.11e-4,760,-0.00287,5317,-0.00183,3392,-0.00428,7934,-0.00324,6009,-1072,-291,-1291,-510,-2077,-1296,-4235,-3454,4.52,5.37,6.41,1.19,1.19,4.43,3.12,29.77,33.82
E02003040,E02003120,Bristol 029,South Gloucestershire 031,E06000023,E06000025,"Bristol, City of",South Gloucestershire,54,1,1,45,3,0,0,3,0,1,0,2.67,1.67,0.969,-0.0308,43.58,-1.42,1.82,0.818,1,0,44.22,-0.776,12.37,11.37,0.771,-0.229,35.42,-9.58,20.76,19.76,0.616,-0.384,28.28,-16.72,-4.43e-4,819,-2.78e-4,514,-2.58e-4,477,-9.3e-5,172,-0.00241,4477,-0.00225,4172,-0.00289,5363,-0.00273,5058,-454,-272,-331,-149,-2025,-1843,-3400,-3218,3.15,3.78,4.41,1.2,1.16,3.88,4.42,20.42,23.88
E02003040,E02003121,Bristol 029,South Gloucestershire 032,E06000023,E06000025,"Bristol, City of",South Gloucestershire,56,1,3,40,4,0,0,7,0,1,0,2.66,1.66,2.91,-0.0892,38.79,-1.21,2,1,3,0,39.17,-0.826,10.89,9.89,2.42,-0.583,32.89,-7.11,19.19,18.19,1.97,-1.03,26.84,-13.16,-7.05e-4,1307,-4.44e-4,822,-4.42e-4,820,-1.81e-4,335,-0.00363,6729,-0.00337,6244,-0.00389,7224,-0.00363,6739,-622,-370,-504,-252,-2426,-2174,-4275,-4023,5.23,6.01,7.38,1.15,1.23,3.34,3.54,28.78,37.35
E02003040,E02006887,Bristol 029,Bristol 054,E06000023,E06000023,"Bristol, City of","Bristol, City of",389,44,140,109,29,9,0,54,0,3,1,63.02,19.02,132.28,-7.72,102.98,-6.02,56.6,12.6,134.87,-5.13,104.95,-4.05,136.29,92.29,102.59,-37.41,80,-29,174.38,130.38,87.12,-52.88,67.94,-41.06,-0.00169,3129,-5.13e-4,950,-0.00138,2553,-2.02e-4,374,-0.00446,8267,-0.00328,6088,6.04e-4,-1121,0.00178,-3300,-2316,-691,-2090,-465,-4957,-3332,-6343,-4718,1.94,2.26,2.59,1.16,1.15,2.52,2.51,9.43,10.42
E02003040,E02006888,Bristol 029,Bristol 055,E06000023,E06000023,"Bristol, City of","Bristol, City of",117,10,54,39,2,0,1,9,1,1,0,14.57,4.57,51.69,-2.31,37.34,-1.66,13.62,3.62,52.07,-1.93,37.76,-1.24,36.92,26.92,40.55,-13.45,29.08,-9.92,47.95,37.95,34.97,-19.03,25.08,-13.92,-8.2e-6,16,-9.83e-6,19,4.5e-6,-8,2.87e-6,-5,-5.18e-5,96,-5.34e-5,99,9.57e-4,-1775,9.55e-4,-1772,-321,-103,-295,-77,-839,-621,-1089,-871,0.959,1.23,1.23,1.28,1,2.84,2.84,4.2,4.2
E02003040,E02006889,Bristol 029,Bristol 056,E06000023,E06000023,"Bristol, City of","Bristol, City of",205,13,100,72,11,1,0,7,1,0,0,20.57,7.57,96.06,-3.94,69.16,-2.84,21.79,8.79,95.38,-4.62,68.75,-3.25,62.86,49.86,73.99,-26.01,53.35,-18.65,81.37,68.37,64.36,-35.64,46.4,-25.6,-1.2e-5,23,-2.41e-6,5,-8.6e-6,17,9.99e-7,-1,7.71e-5,-143,8.6700000000000007e-05,-161,0.00162,-3011,0.00163,-3029,-402,-147,-422,-167,-1222,-967,-1582,-1327,0.911,1.02,1.43,1.12,1.4,2.84,2.31,4.37,4.87
E02003040,E02006890,Bristol 029,Bristol 057,E06000023,E06000023,"Bristol, City of","Bristol, City of",82,5,29,37,3,1,0,4,0,2,1,8.94,3.94,27.51,-1.49,35.13,-1.87,10,5,26.95,-2.05,34.95,-2.05,29.68,24.68,19.81,-9.19,24.91,-12.09,35.7,30.7,17.53,-11.47,22.05,-14.95,-1.54e-4,285,-7.75e-5,143,-1.23e-4,227,-4.62e-5,85,-7.62e-4,1411,-6.85e-4,1269,-2.63e-5,48,5.06e-5,-94,-266,-127,-278,-139,-961,-822,-1156,-1017,1.09,1.34,1.34,1.23,1,2.24,2.24,4.83,4.83
E02003041,E02003041,Bristol 030,Bristol 030,E06000023,E06000023,"Bristol, City of","Bristol, City of",251,2,217,25,3,0,0,2,1,1,0,7.38,5.38,212.31,-4.69,24.46,-0.54,2.22,0.221,216.81,-0.193,24.98,-0.0222,52.34,50.34,173.13,-43.87,19.95,-5.05,78.24,76.24,150.56,-66.44,17.35,-7.65,1.2e-4,-222,8.77e-5,-162,3.48e-5,-64,2.17e-6,-4,0.0013,-2402,0.00126,-2342,0.00271,-5031,0.00268,-4971,-16,-12,-4,0,-122,-118,-184,-180,0,0.463,NA,NA,NA,3.81,NA,NA,NA
E02003041,E02003043,Bristol 030,Bristol 032,E06000023,E06000023,"Bristol, City of","Bristol, City of",900,74,649,107,12,2,0,49,0,5,2,107.42,33.42,622.73,-26.27,102.67,-4.33,98.69,24.69,629.32,-19.68,103.9,-3.1,262.98,188.98,500.68,-148.32,82.46,-24.54,374.45,300.45,413.06,-235.94,68.03,-38.97,0.00575,-10666,0.00178,-3293,0.00479,-8893,8.2e-4,-1520,0.0195,-36234,0.0156,-28861,0.0418,-77550,0.0378,-70177,-1402,-438,-1278,-314,-3457,-2493,-4922,-3958,1.39,2,1.87,1.44,0.937,3.36,3.58,6,6.78
E02003041,E02003045,Bristol 030,Bristol 034,E06000023,E06000023,"Bristol, City of","Bristol, City of",143,7,111,21,1,1,0,1,1,0,0,8.7,1.7,109.61,-1.39,20.74,-0.26,9.55,2.55,108.87,-2.13,20.68,-0.325,17.57,10.57,102.49,-8.51,19.2,-1.8,40.4,33.4,83.84,-27.16,15.71,-5.29,2.34e-4,-433,4.34e-5,-80,2.32e-4,-430,4.17e-5,-77,5.92e-4,-1096,4.01e-4,-743,0.00212,-3931,0.00193,-3578,-48,-10,-52,-14,-116,-78,-268,-230,0.61,0.859,0.711,1.41,0.828,6.4,6.61,3.23,4
E02003041,E02003047,Bristol 030,Bristol 036,E06000023,E06000023,"Bristol, City of","Bristol, City of",110,13,36,55,2,0,0,4,0,0,0,15.57,2.57,35.05,-0.955,53.54,-1.46,17.75,4.75,34.21,-1.79,52.36,-2.64,21.64,8.64,32.82,-3.18,50.06,-4.94,40.19,27.19,25.93,-10.07,39.55,-15.45,-6.14e-4,1136,-1.03e-4,189,-6.2e-4,1148,-1.09e-4,201,-9.87e-4,1830,-4.76e-4,883,-4.58e-4,848,5.33e-5,-99,-1152,-191,-1308,-347,-1610,-649,-2991,-2030,1.65,2.58,2.35,1.57,0.91,4.88,4.85,12.88,15.88
E02003041,E02003050,Bristol 030,Bristol 039,E06000023,E06000023,"Bristol, City of","Bristol, City of",80,10,18,37,2,0,0,12,0,1,0,11.41,1.41,17.64,-0.364,36.26,-0.741,16.17,6.17,16.42,-1.58,33.73,-3.27,11.48,1.48,17.73,-0.274,36.06,-0.939,25.95,15.95,13.98,-4.02,28.45,-8.55,-0.00111,2063,-1.43e-4,264,-0.00135,2500,-3.79e-4,701,-0.00124,2306,-2.73e-4,507,-0.00199,3698,-0.00102,1899,-1118,-141,-1603,-626,-1156,-179,-2615,-1638,2.43,3.77,4.27,1.55,1.13,5.6,3.63,18.25,22.48
E02003041,E02003052,Bristol 030,Bristol 041,E06000023,E06000023,"Bristol, City of","Bristol, City of",57,11,10,26,3,0,0,6,0,1,0,12.09,1.09,9.77,-0.233,25.38,-0.624,14.72,3.72,9.27,-0.732,23.65,-2.35,11.19,0.186,9.95,-0.0452,25.91,-0.0904,19.29,8.29,8.09,-1.91,21.67,-4.33,-0.00129,2393,-1.12e-4,207,-0.00142,2636,-2.43e-4,450,-0.0012,2231,-2.46e-5,45,-0.00173,3205,-5.5e-4,1019,-1232,-104,-1520,-392,-1143,-15,-1851,-723,2.24,3.29,3.33,1.46,1.01,5.45,6.27,14.48,17.87
E02003041,E02003068,Bristol 030,North Somerset 004,E06000023,E06000024,"Bristol, City of",North Somerset,65,2,5,53,3,0,0,1,0,1,0,3.2,1.2,4.9,-0.0959,51.99,-1.01,2.76,0.765,4.93,-0.068,52.37,-0.629,8.17,6.17,4.53,-0.473,47.77,-5.23,18.57,16.57,3.7,-1.3,39.03,-13.97,-0.00117,2169,-4.28e-4,792,-0.00103,1909,-2.87e-4,532,-0.00318,5897,-0.00244,4520,-0.00454,8428,-0.0038,7051,-870,-331,-745,-206,-2252,-1713,-5118,-4579,5.17,6.45,6.34,1.25,0.984,4.61,4.24,28.95,33.18
E02003041,E02003070,Bristol 030,North Somerset 006,E06000023,E06000024,"Bristol, City of",North Somerset,93,6,0,79,4,0,0,2,0,1,1,8.89,2.89,0,0,76.38,-2.62,12.4,6.4,0,0,73.29,-5.71,18.53,12.53,0,0,67.72,-11.28,31.97,25.97,0,0,55.5,-23.5,-0.00346,6414,-0.00115,2134,-0.00497,9225,-0.00267,4945,-0.00752,13956,-0.00522,9676,-0.00924,17144,-0.00693,12864,-2579,-825,-3552,-1798,-5308,-3554,-9158,-7404,5.31,6.19,6.29,1.17,1.02,3.15,3.01,31.18,45.98
E02003041,E02003100,Bristol 030,South Gloucestershire 011,E06000023,E06000025,"Bristol, City of",South Gloucestershire,82,7,3,52,5,1,0,11,0,3,0,8.83,1.83,2.92,-0.0751,50.73,-1.27,9.43,2.43,2.88,-0.123,50.31,-1.69,8.89,1.89,2.99,-0.00778,50.7,-1.3,17.99,10.99,2.62,-0.38,44.39,-7.61,-0.00498,9243,-0.00101,1875,-0.0048,8902,-8.27e-4,1534,-0.00496,9195,-9.85e-4,1827,-0.00883,16376,-0.00486,9008,-3489,-722,-3727,-960,-3505,-738,-7095,-4328,9.08,11.18,12.25,1.23,1.1,2.15,2.19,48.8,53.12
E02003041,E02003106,Bristol 030,South Gloucestershire 017,E06000023,E06000025,"Bristol, City of",South Gloucestershire,164,22,4,117,5,1,0,13,1,1,0,25.85,3.85,3.89,-0.109,113.83,-3.17,32.62,10.62,3.78,-0.223,108.53,-8.47,22.39,0.387,4,0,116.72,-0.279,38.77,16.77,3.55,-0.453,103.25,-13.75,-0.0136,25295,-0.00202,3749,-0.015,27813,-0.00338,6267,-0.0118,21879,-1.8e-4,333,-0.0191,35394,-0.00746,13848,-11316,-1678,-14119,-4481,-9785,-147,-16910,-7272,8.04,10.4,10.61,1.29,1.02,2.32,2.5,41.77,45.08
E02003041,E02006887,Bristol 030,Bristol 054,E06000023,E06000023,"Bristol, City of","Bristol, City of",324,48,151,81,4,3,0,35,0,2,0,61.45,13.46,143.64,-7.36,77.05,-3.95,51.14,3.14,150.1,-0.898,79.8,-1.2,94.68,46.68,125.39,-25.61,67.32,-13.68,136.66,88.66,102.44,-48.56,55,-26,4.79e-4,-889,1.11e-4,-207,2.07e-4,-385,-1.6e-4,297,0.00131,-2438,9.46e-4,-1756,0.00892,-16552,0.00855,-15870,-3237,-707,-2744,-214,-4980,-2450,-7189,-4659,2.69,3.52,3.57,1.31,1.01,3.01,2.64,14.52,15.63
E02003043,E02003043,Bristol 032,Bristol 032,E06000023,E06000023,"Bristol, City of","Bristol, City of",1493,66,1296,64,11,8,1,40,1,1,5,82.47,16.47,1281.04,-14.96,63.26,-0.739,79.55,13.55,1283.69,-12.31,63.39,-0.608,175.67,109.67,1196.4,-99.6,59.08,-4.92,392.31,326.31,999.64,-296.36,49.37,-14.63,0.00178,-3294,3.55e-4,-658,0.0016,-2960,1.75e-4,-324,0.00504,-9347,0.00362,-6711,0.0161,-29877,0.0147,-27241,-103,-20,-100,-17,-221,-138,-494,-411,0,0.552,NA,NA,NA,6.22,NA,NA,NA
E02003043,E02003044,Bristol 032,Bristol 033,E06000023,E06000023,"Bristol, City of","Bristol, City of",299,29,16,134,21,1,1,89,0,6,2,37.64,8.64,15.49,-0.512,129.71,-4.29,54.6,25.6,14.48,-1.52,121.29,-12.71,54.26,25.26,14.5,-1.5,121.46,-12.54,97.23,68.23,11.96,-4.04,100.14,-33.86,-0.0123,22895,-0.00283,5256,-0.0145,26983,-0.00504,9344,-0.0211,39220,-0.0116,21581,-0.0284,52756,-0.0189,35117,-6417,-1473,-9309,-4365,-9251,-4307,-16578,-11634,5.06,6.75,6.35,1.33,0.94,3.15,3.58,34.92,39.4
E02003043,E02003045,Bristol 032,Bristol 034,E06000023,E06000023,"Bristol, City of","Bristol, City of",893,99,690,54,11,4,0,31,2,2,0,104.28,5.28,685.41,-4.59,53.64,-0.359,107.78,8.78,682.34,-7.66,53.41,-0.588,99.16,0.157,689.89,-0.113,53.98,-0.0175,212.2,113.2,591.77,-98.23,46.26,-7.74,0.00647,-11999,3.26e-4,-604,0.00647,-12004,3.28e-4,-609,0.00615,-11411,8.81e-6,-16,0.0212,-39305,0.015,-27910,-629,-32,-649,-52,-598,-1,-1290,-693,1.03,1.76,1.56,1.71,0.885,9.08,10.51,15.18,19.4
E02003043,E02003046,Bristol 032,Bristol 035,E06000023,E06000023,"Bristol, City of","Bristol, City of",732,113,128,253,46,0,0,176,3,12,1,144.51,31.51,121.51,-6.49,240.12,-12.88,193.12,80.12,111.94,-16.06,220.31,-32.69,197.98,84.98,109.99,-18.01,218.22,-34.78,289.56,176.56,91.12,-36.88,180.8,-72.2,-0.0265,49126,-0.00572,10604,-0.0296,54961,-0.00886,16439,-0.0415,76981,-0.0207,38459,-0.0383,71014,-0.0175,32492,-16287,-3554,-21759,-9026,-22335,-9602,-32667,-19934,3.67,5.43,5.11,1.48,0.941,2.41,2.06,24.67,27.97
